"sample_id","redcap_repeat_instance","ngs_runid","duplicate_id","ngs_rundate","ngs_location","ngs_provider","ngs_submission","ngs_platform","primer_scheme","primer_scheme_version","nanopore_platform","ngs_flowcell","illumina_platform","ngs_prep","ngs_barcode","ngs_library","ngs_analysis_type","ngs_merged_from","total_reads","mapped_reads","mean_depth","stdev_depth","median_depth","minimum_reads","maximum_reads","genomecov_depthx1","genomecov_depthx5","genomecov_depthx20","genomecov_depthx100","negative_control_sample","genbank_accession","consensus_coverage","consensus_fasta","ngs_notes","sample_labid","sample_sequenceid","sample_batchid","apha_sub","apha_rv","sample_tissuetype","sample_buffer","country","hmpcr_n405","rtassay","rtqpcr","lateral_flow_test","fat","drit","diagnostic_result","test_centre","diag_notes","genome_length","coverage_percent","qc_status"
"SD194/TKRSDC0611","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N701/S502",NA,"Single run",NA,"348114","3185","68.39369286","24.40010328","67","1","150","11923","11914","11815","1226","No","KY210235",99.92451564,NA,NA,"RV2879","RV2879","11-Dec","SUB2490","RV2879","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.838081989767676,"Low coverage"
"SD195/RGBSDC0711","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N706/S501",NA,"Single run",NA,"397444","4221","92.36668624","32.67087767","88","0","182","11914","11869","11796","4864","No","KY210236",99.54709385,NA,NA,"RV2880","RV2880","11-Dec","SUB2491","RV2880","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.834916496267718,"Low coverage"
"SD196/TKRSDC0511","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N702/S502",NA,"Single run",NA,"550393","5948","118.088149","58.19706639","104","1","321","11923","11889","11819","6353","No","KY210237",99.71483687,NA,NA,"RV2881","RV2881","11-Dec","SUB2492","RV2881","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.836323382286337,"Low coverage"
"SD199/RGBSDC0711","1","GA_dep","1","8/1/12","APHA",NA,NA,"Illumina",NA,NA,NA,NA,"GAIIx",NA,NA,NA,"Single run",NA,"2895563","34351","88.57946825","14.11354088","90","12","126","11923","11923","11906","2362","No","KY210238",100,NA,NA,"RV2882","RV2882","11-Dec","SUB2494","RV2882","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.838715088484442,"Low coverage"
"SD200/MUGSDC0711","4","Merged","4",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq2;miseq7;nextseq_dec14","20693938","21557","221",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210239",0,NA,NA,"RV2883","RV2883","11-Dec","SUB2495","RV2883","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD201/RUBSDC0711","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N702/S502",NA,"Single run",NA,"553569","4739","102.9526126","31.60522593","101","0","190","11920","11848","11779","6253","No","KY210240",99.37096368,NA,NA,"RV2884","RV2884","11-Dec","SUB2496","RV2884","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.833439265956555,"Low coverage"
"SD202/KSRSDC0711","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N703/S502",NA,"Single run",NA,"484865","1614","33.12849115","13.04761116","32","0","77","11905","11768","10413","0","No","KY210241",98.69999161,NA,NA,"RV2885","RV2885","11-Dec","SUB2497","RV2885","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.827811721965948,"Low coverage"
"SD203/MBRSDC0711","1","454amp","1","7/8/12","APHA",NA,"FT5146","454 pyrosequencing",NA,NA,"Unknown",NA,"Unknown",NA,NA,NA,"Single run",NA,"47566","15736","64.01585172","40.84150691","55","1","210","11923","11874","10559","2231","No","KY210242",99.58902961,NA,NA,"RV2886","RV2886","11-Dec","SUB2498","RV2886","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.835268217814308,"Low coverage"
"SD204/KSRSDC0711","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N704/S502",NA,"Single run",NA,"522095","1156","24.54675837","16.85849681","19","0","98","11914","11621","5906","0","No","KY210243",97.46708043,NA,NA,"RV2887","RV2887","11-Dec","SUB2499","RV2887","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.817471109871676,"Low coverage"
"SD205/BCGSDC0711","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N703/S502",NA,"Single run",NA,"758590","9454","189.7117336","68.16279485","180","0","470","11858","11846","11760","11350","No","KY210244",99.35418938,NA,NA,"RV2888","RV2888","11-Dec","SUB2500","RV2888","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.833298577371467,"Low coverage"
"SD207/RMGSDC0811","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N704/S502",NA,"Single run",NA,"697771","2554","50.59121027","21.36304279","48","0","114","11914","11861","11555","225","No","KR534244",99.47999665,NA,NA,"RV2889","RV2889","11-Dec","SUB2502","RV2889","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.834353741927367,"Low coverage"
"SD208/NKTSDC0811","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N705/S502",NA,"Single run",NA,"862185","7630","155.9616707","49.32471475","149","3","321","11923","11914","11874","10908","No","KR534245",99.92451564,NA,NA,"RV2890","RV2890","11-Dec","SUB2503","RV2890","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.838081989767676,"Low coverage"
"SD209/GSRSDC0811","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N706/S502",NA,"Single run",NA,"643593","25210","416.266292","120.7277739","406","3","802","11923","11920","11880","11823","No","KR534246",99.97483855,NA,NA,"RV2891","RV2891","11-Dec","SUB2504","RV2891","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.83850405560681,"Low coverage"
"SD210/RGBSDC0811","1","GA_dep","1","8/1/12","APHA",NA,NA,"Illumina",NA,NA,NA,NA,"GAIIx",NA,NA,NA,"Single run",NA,"898252","49249","91.04587772","24.28782269","87","0","159","11883","11883","11858","2513","No","KR534247",99.66451396,NA,NA,"RV2892","RV2892","11-Dec","SUB2505","RV2892","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.835901316447203,"Low coverage"
"SD211/NYKSDC0811","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N701/S503",NA,"Single run",NA,"817427","14412","279.5964942","90.56726563","273","5","586","11923","11923","11874","11713","No","KR534248",100,NA,NA,"RV2893","RV2893","11-Dec","SUB2506","RV2893","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.838715088484442,"Low coverage"
"SD212/NKBSDC0811","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N702/S503",NA,"Single run",NA,"1058610","90142","1472.742682","505.2791582","1448","7","2730","11923","11923","11920","11861","No","KR906771",100,NA,NA,"RV2894","RV2894","11-Dec","SUB2507","RV2894","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.838715088484442,"Low coverage"
"SD213/KWTSDC0811","1","miseq_test","1","3/20/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N704/S504",NA,"Single run",NA,"1136343","9506","210.3593055","64.8157084","202","0","442","11917","11913","11852","11600","No","KR534249",99.91612849,NA,NA,"RV2895","RV2895","11-Dec","SUB2508","RV2895","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.838011645475132,"Low coverage"
"SD214/NGNSDC0811","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N703/S503",NA,"Single run",NA,"552244","3378","68.97274176","32.14742053","62","1","235","11923","11914","11856","1378","No","KR906772",99.92451564,NA,NA,"RV2896","RV2896","11-Dec","SUB2509","RV2896","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.838081989767676,"Low coverage"
"SD215/RGBSDC0911","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N704/S503",NA,"Single run",NA,"491810","4365","93.22293047","31.86838267","90","4","213","11923","11921","11825","4583","No","KR534250",99.9832257,NA,NA,"RV2897","RV2897","11-Dec","SUB2510","RV2897","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.838574399899354,"Low coverage"
"SD216/NMTSDC0911","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq2;nextseq_dec14","19197193","20664","206",NA,NA,NA,NA,NA,NA,NA,NA,"No","KR534251",0,NA,NA,"RV2898","RV2898","11-Dec","SUB2511","RV2898","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD217/NMTSDC0911","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N706/S503",NA,"Single run",NA,"448511","4057","85.93902541","50.44546293","74","1","264","11923","11860","11654","3350","No","KR534252",99.47160949,NA,NA,"RV2899","RV2899","11-Dec","SUB2512","RV2899","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.834283397550952,"Low coverage"
"SD218/KMGSDC0911","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N701/S504",NA,"Single run",NA,"663087","4128","84.76532752","30.50244597","83","2","187","11923","11906","11772","3525","No","KR906773",99.85741843,NA,NA,"RV2900","RV2900","11-Dec","SUB2513","RV2900","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.837519235343454,"Low coverage"
"SD219/KMGSDC0911","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N702/S504",NA,"Single run",NA,"261100","5114","107.1891303","45.61227165","94","0","271","11921","11901","11838","5275","No","KR906774",99.81548268,NA,NA,"RV2901","RV2901","11-Dec","SUB2514","RV2901","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.837167513880735,"Low coverage"
"SD220/BTGSDC0911","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq2;miseq7","605575","2442","43.68599966","18.66981795","41","0","109","11854","11816","11274","88","No","KR906775",99.10257486,NA,NA,"RV2902","RV2902","11-Dec","SUB2515","RV2902","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.831188248427409,"Low coverage"
"SD221/NMTSDC0911","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N705/S502",NA,"Single run",NA,"609637","3065","62.71148201","22.41201833","61","0","147","11922","11906","11779","937","No","KR534253",99.85741843,NA,NA,"RV2903","RV2903","11-Dec","SUB2516","RV2903","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.837519235343454,"Low coverage"
"SD222/NMTSDC1011","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N704/S504",NA,"Single run",NA,"293353","7","0.080348905","0.355065643","0","0","4","718","0","0","0","No",NA,0,NA,NA,"RV2904","RV2904","11-Dec","SUB2517","RV2904","Brain","Unknown","TZA: Tanzania","Pos2","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD223/RGBSDC0911","2","polyomics16","2","2/1/16","polyomics",NA,NA,"Illumina",NA,NA,NA,NA,"Nextseq 500",NA,"s504/n705",NA,"Single run",NA,"1898038","1","0.022309821","0.21006098","0","0","2","133","0","0","0","No",NA,0,NA,NA,"RV2905","rv2905","11-Dec","SUB2518","RV2905","Brain","Unknown","TZA: Tanzania","Pos2","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD224/NRMSDC0911","1","miseq2","1","7/4/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N706/S504",NA,"Single run",NA,"641061","8866","171.6639269","48.77549261","170","8","309","11923","11923","11905","11019","No","KR534254",100,NA,NA,"RV2906","RV2906","11-Dec","SUB2519","RV2906","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.838715088484442,"Low coverage"
"SD225/BSRSDC1011","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N701/S503",NA,"Single run",NA,"676358","3602","71.9146188","36.06766726","65","2","263","11923","11867","11778","1567","No","KR906776",99.53031955,NA,NA,"RV2907","RV2907","11-Dec","SUB2520","RV2907","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.83477580768263,"Low coverage"
"SD227/BNCSDC1011","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N702/S503",NA,"Single run",NA,"399806","16","0.173949509","0.679907229","0","0","6","1072","80","0","0","No",NA,0.670972071,NA,NA,"RV2908","RV2908","11-Dec","SUB2522","RV2908","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.00562754399899354,"Low coverage"
"SD230/KNYSDC1111","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N703/S503",NA,"Single run",NA,"446040","9549","194.7639017","71.14078723","183","0","444","11921","11920","11910","11154","No","KR534256",99.97483855,NA,NA,"RV2909","RV2909","11-Dec","SUB2524","RV2909","Brain","Unknown","TZA: Tanzania","Pos1","Unknown",NA,"NA","NA","NA","Positive","APHA",NA,11923,0.83850405560681,"Low coverage"
"SD232","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N701/S501",NA,"Single run",NA,"64516","4944","104.8982639","49.88027067","92","2","320","11923","11884","11820","4890","No","KY210277",99.67290112,NA,NA,"RV3090","SUB3260","12-Aug","SUB3260","RV3090","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","14.54","NA","NA","NA","Positive","APHA",NA,11923,0.835971660823618,"Low coverage"
"SD233","3","Merged","2",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq1;nextseq_dec14","18376860","50860","496",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,0,NA,NA,"RV3091","RV3091","12-Aug","SUB3261","RV3091","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","21.28","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD235","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N704/S503",NA,"Single run",NA,"522525","971","18.834857","7.232402957","19","0","38","11920","11738","5573","0","No","KY210278",98.44837709,NA,NA,"RV3092","SUB3262","12-Aug","SUB3262","RV3092","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","21.48","Positive","NA","NA","Positive","APHA",NA,11923,0.82570139302189,"Low coverage"
"SD236","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N703/S501",NA,"Single run",NA,"247672","2075","42.80642456","15.93201678","40","0","94","11914","11890","11518","0","No","KR906778",99.72322402,NA,NA,"RV3093","SUB3263","12-Aug","SUB3263","RV3093","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","16.23","NA","NA","NA","Positive","APHA",NA,11923,0.836393726578881,"Low coverage"
"SD238","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N705/S503",NA,"Single run",NA,"550140","1819","35.95923845","19.78433501","31","0","138","11874","11797","9971","147","No","KY210279",98.94321899,NA,NA,"RV3094","SUB3265","12-Aug","SUB3265","RV3094","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","17.01","NA","NA","NA","Positive","APHA",NA,11923,0.829851706701334,"Low coverage"
"SD239","2","Merged","2",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","KR906791",0,NA,NA,"RV3149","RV3149","12-Aug","SUB3348","RV3149","Brain","Unknown","TZA: Tanzania","NA","Unknown","21.71","Positive","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD240","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"12054558","62937","637",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210310",0,NA,"Neg taqman (26.10.12)

Repeat: Pos taqman (Ct 20.71)","RV3153","SUB3266","12-Aug","SUB3266","RV3153","Brain","Unknown","TZA: Tanzania","NA","Unknown","20.71","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD245","2","polyomics16","2","2/1/16","polyomics",NA,NA,"Illumina",NA,NA,NA,NA,"Nextseq 500",NA,"s501/n704",NA,"Single run",NA,"1105732","30","0.60144259","0.935248675","0","0","5","4541","29","0","0","No",NA,0.243227376,NA,NA,"RV3095","SUB3271","12-Aug","SUB3271","RV3095","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","26.29","NA","NA","NA","Positive","APHA",NA,11923,0.00203998470183679,"Low coverage"
"SD248","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N706/S503",NA,"Single run",NA,"379007","1332","24.55103581","12.97291028","23","0","88","11918","11671","7242","0","No","KY210280",97.88643798,NA,NA,"RV3096","SUB3274","12-Aug","SUB3274","RV3096","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","22.8","NA","NA","NA","Positive","APHA",NA,11923,0.820988324918225,"Low coverage"
"SD250","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N704/S501",NA,"Single run",NA,"191834","5626","114.2157175","41.83437195","109","1","239","11923","11914","11798","7041","No","KY210281",99.92451564,NA,NA,"RV3097","SUB3276","12-Aug","SUB3276","RV3097","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","16.96","NA","NA","NA","Positive","APHA",NA,11923,0.838081989767676,"Low coverage"
"SD251","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N705/S501",NA,"Single run",NA,"138289","3516","73.38471861","26.4200679","71","0","151","11869","11846","11764","1980","No","KY210282",99.35418938,NA,NA,"RV3098","SUB3277","12-Aug","SUB3277","RV3098","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","15.84","NA","NA","NA","Positive","APHA",NA,11923,0.833298577371467,"Low coverage"
"SD252","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"12387544","858","7",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,0,NA,"Neg CT but for some reason sequenced","SUB3278","SUB3278","12-Aug","SUB3278",NA,"Brain","Unknown","TZA: Tanzania","NA","Unknown",NA,"Negative","NA","NA","Negative","APHA",NA,11923,0,"Low coverage"
"SD253","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N701/S504",NA,"Single run",NA,"719460","14125","234.1170846","187.5660435","168","2","1070","11923","11891","11863","10699","No","KY210283",99.73161117,NA,NA,"RV3099","SUB3279","12-Aug","SUB3279","RV3099","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","21.28","NA","NA","NA","Positive","APHA",NA,11923,0.836464070871425,"Low coverage"
"SD254","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N702/S504",NA,"Single run",NA,"334151","1197","24.29405351","8.944933255","24","0","52","11920","11736","8281","0","No","KR906779",98.43160278,NA,NA,"RV3100","SUB3280","12-Aug","SUB3280","RV3100","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","19.92","NA","NA","NA","Positive","APHA",NA,11923,0.825560704352931,"Low coverage"
"SD255","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N706/S501",NA,"Single run",NA,"207812","4746","87.15600101","33.88657705","84","0","210","11897","11836","11746","3682","No","KY210284",99.27031787,NA,NA,"RV3101","SUB3281","12-Aug","SUB3281","RV3101","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","16.75","NA","NA","NA","Positive","APHA",NA,11923,0.832595134362157,"Low coverage"
"SD256","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N701/S502",NA,"Single run",NA,"145271","6192","123.7386564","65.33062369","105","2","368","11923","11868","11831","6692","No","KY210285",99.5387067,NA,NA,"RV3102","SUB3282","12-Aug","SUB3282","RV3102","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","16.05","NA","NA","NA","Positive","APHA",NA,11923,0.834846151975174,"Low coverage"
"SD257","1","miseq7","1","8/20/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N709/S507",NA,"Single run",NA,"595482","20118","409.5466745","127.2087338","404","7","764","11923","11923","11914","11782","No","KY210307",100,NA,NA,"RV3150","SUB3349","12-Aug","SUB3349","RV3150","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","17.81","NA","NA","NA","Positive","APHA",NA,11923,0.838715088484442,"Low coverage"
"SD258","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq5;nextseq_dec14","17549986","11210","109",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210286",0,NA,NA,"RV3103","RV3103","12-Aug","SUB3283","RV3103","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","24.72","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD260","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N702/S503",NA,"Single run",NA,"52612","2896","60.85666359","29.42328294","56","0","152","11875","11837","11443","1627","No","KY210308",99.27870502,NA,NA,"RV3151","SUB3350","12-Aug","SUB3350","RV3151","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","15.52","NA","NA","NA","Positive","APHA",NA,11923,0.832665478654701,"Low coverage"
"SD261","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N703/S504",NA,"Single run",NA,"572396","4981","95.62182337","42.95659514","94","0","290","11920","11895","11813","5345","No","KR906780",99.76515978,NA,NA,"RV3104","SUB3285","12-Aug","SUB3285","RV3104","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","19.74","NA","NA","NA","Positive","APHA",NA,11923,0.836745448125472,"Low coverage"
"SD265","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N704/S504",NA,"Single run",NA,"504528","636","13.1507171","5.663449959","12","0","34","11866","11308","1706","0","No","KY210287",94.84190221,NA,NA,"RV3105","SUB3289","12-Aug","SUB3289","RV3105","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","18.84","NA","NA","NA","Positive","APHA",NA,11923,0.795453344040929,"Low coverage"
"SD269","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N708/S505",NA,"Single run",NA,"270238","42","0.842573178","1.137999826","0","0","5","5384","55","0","0","No",NA,0.461293299,NA,NA,"RV3106","SUB3293","12-Aug","SUB3293","RV3106","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","23.1","NA","NA","NA","Positive","APHA",NA,11923,0.00386893650088065,"Low coverage"
"SD270","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N702/S502",NA,"Single run",NA,"478410","14840","293.9049736","99.77417016","279","2","575","11923","11920","11880","11739","No","KR906781",99.97483855,NA,NA,"RV3107","SUB3294","12-Aug","SUB3294","RV3107","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","16.05","NA","NA","NA","Positive","APHA",NA,11923,0.83850405560681,"Low coverage"
"SD271","2","polyomics16","2","2/1/16","polyomics",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"s502/n704",NA,NA,NA,"3174694","81","1.550951942","1.992432351","1","0","12","6723","853","0","0","No",NA,7.154239705,NA,NA,"RV3108","SUB3295","12-Aug","SUB3295","RV3108","Brain","Unknown","TZA: Tanzania","Pos2","Unknown","28.16","NA","NA","NA","Positive","APHA",NA,11923,0.0600036878721798,"Low coverage"
"SD273","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N705/S504",NA,"Single run",NA,"204380","11966","259.584836","101.3800276","243","0","619","11922","11918","11849","11695","No","KY210288",99.95806425,NA,NA,"RV3109","SUB3297","12-Aug","SUB3297","RV3109","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","21.7","NA","NA","NA","Positive","APHA",NA,11923,0.838363367021723,"Low coverage"
"SD274","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N703/S502",NA,"Single run",NA,"173056","3014","65.64539126","20.27704176","62","0","132","11920","11856","11768","742","No","KY210289",99.43806089,NA,NA,"RV3110","SUB3298","12-Aug","SUB3298","RV3110","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","15.77","NA","NA","NA","Positive","APHA",NA,11923,0.834002020380777,"Low coverage"
"SD275","1","miseq5","1","7/30/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N706/S504",NA,"Single run",NA,"448567","1242","27.00184517","16.64576602","23","0","98","11919","11914","7404","0","No","KR906782",99.92451564,NA,NA,"RV3111","SUB3299","12-Aug","SUB3299","RV3111","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","19.61","NA","NA","NA","Positive","APHA",NA,11923,0.838081989767676,"Low coverage"
